tiempo,latitude,longitude,altitud,s_vertical,viento_u,viento_v,temperatura,presion,densidad,gravedad,diameter_balloon
4964,13.852449269396935,-89.32715579108289,20204.720842198632,5.062139854035485,-1.7360754401458958,0.3710624143672482,216.79172084219863,5354.68984449778,0.08604966947899476,9.744743852372206,4.50418381102475
4965,13.852466061825586,-89.32715539209002,20209.797752731803,5.062815982437018,-1.7341137078090636,0.368624277665891,216.7967977527318,5350.434823431954,0.08597927795121334,9.744728370742088,4.50541267260515
4966,13.852482947087367,-89.3271549924292,20214.875334750923,5.063492326456915,-1.732151716008195,0.366185818489965,216.80187533475092,5346.182734496766,0.08590893657113341,9.744712887101223,4.50664199946002
4967,13.852499925182286,-89.32715459210043,20219.953588255998,5.064168886095175,-1.7301894647432876,0.36374703683946674,216.806953588256,5341.933576115687,0.0858386453105522,9.744697401449635,4.50787179177581
4968,13.852516996110346,-89.32715419110372,20225.032513247024,5.064845661351798,-1.7282269540143425,0.361307932714398,216.81203251324703,5337.687346712532,0.08576840414127418,9.744681913787332,4.50910204973907
4969,13.852534159871539,-89.32715378943905,20230.112109724007,5.065522652226785,-1.7262641838213584,0.35886850611475696,216.817112109724,5333.4440447116585,0.08569821303511427,9.744666424114333,4.51033277353639
4970,13.852551416465872,-89.32715338710645,20235.19237768694,5.066199858720136,-1.7243011541643367,0.35642875704054544,216.82219237768695,5329.2036685377425,0.0856280719638942,9.744650932430654,4.51156396335449
4971,13.852568765893341,-89.3271529841059,20240.27331713583,5.066877280831849,-1.7223378650432761,0.35398868549176155,216.82727331713585,5324.966216615928,0.08555798089944493,9.744635438736301,4.51279561938013
4972,13.852586208153948,-89.32715258043739,20245.35492807067,5.067554918561926,-1.720374316458179,0.35154829146840894,216.83235492807069,5320.731687371799,0.08548793981360624,9.744619943031298,4.51402774180017
4973,13.852603743247693,-89.32715217610092,20250.437210491462,5.068232771910368,-1.718410508409043,0.34910757497048406,216.83743721049146,5316.500079231345,0.08541794867822607,9.744604445315654,4.51526033080156
4974,13.852621371174576,-89.32715177109651,20255.52016439821,5.068910840877171,-1.7164464408958682,0.3466665359979869,216.84252016439822,5312.271390620937,0.08534800746516022,9.744588945589383,4.51649338657132
4975,13.852639091934597,-89.32715136542416,20260.603789790912,5.069589125462339,-1.7144821139186555,0.3442251745509193,216.84760378979092,5308.045619967451,0.08527811614627434,9.744573443852506,4.51772690929654
4976,13.852656905527752,-89.32715095908382,20265.68808666957,5.07026762566587,-1.7125175274774038,0.34178349062927926,216.8526880866696,5303.822765698129,0.08520827469344167,9.744557940105029,4.51896089916442
4977,13.852674811954047,-89.32715055207555,20270.773055034177,5.070946341487764,-1.7105526815721146,0.33934148423306887,216.8577730550342,5299.602826240693,0.08513848307854487,9.744542434346974,4.52019535636220
4978,13.852692811213478,-89.32715014439931,20275.858694884737,5.071625272928021,-1.7085875762027878,0.33689915536228787,216.86285869488475,5295.385800023195,0.08506874127347355,9.744526926578349,4.52143028107726
4979,13.852710903306047,-89.32714973605512,20280.945006221253,5.072304419986643,-1.7066222113694218,0.3344565040169346,216.86794500622125,5291.171685474251,0.0849990492501282,9.744511416799174,4.52266567349701
4980,13.852729088231754,-89.32714932704296,20286.031989043717,5.072983782663627,-1.7046565870720196,0.3320135301970125,216.8730319890437,5286.960481022759,0.08492940698041548,9.74449590500946,4.52390153380896
4981,13.852747365990597,-89.32714891736286,20291.11964335214,5.0736633609589745,-1.7026907033105771,0.3295702339025165,216.87811964335214,5282.75218509813,0.084859814436252,9.744480391209223,4.52513786220071
4982,13.852765736582578,-89.32714850701478,20296.207969146515,5.074343154872686,-1.700724560085097,0.32712661513344987,216.88320796914653,5278.546796130174,0.08479027158956251,9.744464875398478,4.52637465885993
4983,13.852784200007697,-89.32714809599874,20301.296966426842,5.075023164404761,-1.698758157395579,0.32468267388981287,216.88829696642685,5274.344312549171,0.08472077841228103,9.744449357577238,4.52761192397437
4984,13.852802756265953,-89.32714768431472,20306.386635193125,5.075703389555199,-1.6967914952420222,0.3222384101716035,216.89338663519314,5270.144732785769,0.08465133487634918,9.744433837745522,4.52884965773187
